id,age,timestamp,trick_or_treat,n_mints,dress,font
ID4613,42,2015-10-29T07:48:09Z,No,NA,White and gold,NA
ID4614,40,2015-10-29T07:48:14Z,No,4,White and gold,Open Sans
ID4615,45,2015-10-29T07:51:00Z,No,27,Blue and black,copperplate gothic
ID4617,27,2015-10-29T07:51:38Z,No,0,Blue and black,Lucinda Sans (sp?)
ID4618,23,2015-10-29T07:51:49Z,No,6,White and gold,calibri light
ID4619,25,2015-10-29T07:58:59Z,No,7,Blue and black,Garamond
ID4620,38,2015-10-29T07:52:58Z,No,7,White and gold,Times new roman
ID4621,35,2015-10-29T07:53:26Z,No,8,Blue and black,Georgia
ID4622,36,2015-10-29T07:53:49Z,No,6,Blue and black,NA
ID4623,36,2015-10-29T07:54:05Z,No,4,White and gold,Courier New
ID4624,32,2015-10-29T07:54:21Z,No,8211,Blue and black,Comic Serif
ID4626,21,2015-10-29T07:55:01Z,Yes,10,White and gold,Garamond
ID4627,28,2015-10-29T07:55:35Z,No,17,Blue and black,futura
ID4628,24,2015-10-29T07:56:00Z,No,16,Blue and black,Times New Roman
ID4629,37,2015-10-29T07:56:18Z,No,4,White and gold,Sans serif
ID4630,29,2015-10-29T07:57:45Z,No,0,White and gold,Calibri
ID4631,44,2015-10-29T07:57:51Z,Yes,5,White and gold,Copperplate Bold
ID4632,33,2015-10-29T07:58:35Z,No,13,Blue and black,Wingdings
ID4633,45,2015-10-29T07:58:48Z,No,4,Blue and black,calibri
ID4634,13,2015-10-29T07:59:48Z,Yes,42,Blue and black,Lobster
ID4635,43,2015-10-29T08:00:38Z,No,6,White and gold,ARIEL
ID4636,42,2015-10-29T08:00:38Z,No,7,White and gold,adobe garamond
ID4637,35,2015-10-29T08:00:52Z,No,17,Blue and black,your mother
ID4638,45,2015-10-29T08:01:43Z,No,7,White and gold,Century
ID4639,44,2015-10-29T08:02:56Z,No,7,White and gold,courier new
ID4640,29,2015-10-29T08:03:05Z,No,5,Blue and black,Verdana
ID4641,26,2015-10-29T08:03:31Z,No,50,Blue and black,sans
ID4643,34,2015-10-29T08:04:30Z,No,5,NA,NA
ID4644,27,2015-10-29T08:05:03Z,No,NA,White and gold,NA
ID4645,27,2015-10-29T08:05:46Z,No,13,White and gold,wingdings
ID4646,32,2015-10-29T08:05:59Z,No,0,Blue and black,San Francisco
ID4647,19,2015-10-29T08:06:11Z,No,7,White and gold,gisha
ID4648,27,2015-10-29T08:06:17Z,No,7,Blue and black,open sans
ID4649,43,2015-10-29T08:06:25Z,Yes,2,NA,NA
ID4650,31,2015-10-29T08:06:53Z,No,34,Blue and black,KG snickerdoodle
ID4651,65,2015-10-29T08:06:55Z,No,3,Blue and black,trebuchet
ID4652,31,2015-10-29T08:07:43Z,No,2,White and gold,Garamond
ID4653,37,2015-10-29T08:07:44Z,No,17,White and gold,"paralucent, house ind"
ID4654,33,2015-10-29T08:07:54Z,No,0,Blue and black,times new roman
ID4655,58,2015-10-29T08:07:57Z,No,was 5 now melted down to 1,Blue and black,ariel
ID4656,30,2015-10-29T08:08:19Z,No,2,White and gold,Times New roman
ID4657,33,2015-10-29T08:08:48Z,No,8,Blue and black,Comic Sans Motherfucker
ID4658,35,2015-10-29T08:09:05Z,No,3,Blue and black,Bees Knees
ID4659,27,2015-10-29T08:10:04Z,No,100,White and gold,this one
ID4660,30,2015-10-29T08:10:40Z,Yes,409,Blue and black,Arial
ID4661,28,2015-10-29T08:11:21Z,No,4,Blue and black,Arial
ID4662,36,2015-10-29T08:11:31Z,No,18,White and gold,Garamond
ID4663,35,2015-10-29T08:12:09Z,No,5,NA,NA
ID4664,20,2015-10-29T08:12:10Z,No,7,White and gold,NA
ID4665,34,2015-10-29T08:12:13Z,No,6,White and gold,Garamond
ID4666,26,2015-10-29T08:12:15Z,No,0,White and gold,Courrier
ID4667,35,2015-10-29T08:12:38Z,No,7,Blue and black,Calibri
ID4668,49,2015-10-29T08:13:13Z,No,0,Blue and black,Montserrat
ID4669,28,2015-10-29T08:14:36Z,No,24,Blue and black,Courier
ID4670,28,2015-10-29T08:15:46Z,No,5,Blue and black,NA
ID4671,24,2015-10-29T08:14:52Z,No,0,NA,NA
ID4672,34,2015-10-29T08:15:04Z,No,6,White and gold,comic sans
ID4673,43,2015-10-29T08:15:14Z,No,0,Blue and black,times new roman
ID4674,34,2015-10-29T08:15:38Z,No,3,Blue and black,Helvetica
ID4675,31,2015-10-29T08:15:45Z,No,7,Blue and black,anything sans serif
ID4677,28,2015-10-29T08:16:06Z,No,3,White and gold,Garamond
ID4678,35,2015-10-29T08:16:15Z,No,0,White and gold,Myriad Pro
ID4679,32,2015-10-29T08:16:40Z,No,3,White and gold,Stag
ID4680,38,2015-10-29T08:16:52Z,No,NA,White and gold,helvetica
ID4681,43,2015-10-29T08:16:58Z,No,3,White and gold,Arial
ID4682,52,2015-10-29T08:17:03Z,No,4,White and gold,Papyrus
ID4683,29,2015-10-29T08:17:08Z,No,7,White and gold,Segoe UI
ID4684,28,2015-10-29T08:17:39Z,No,0,White and gold,Baskerville
ID4685,66,2015-10-29T08:17:44Z,No,5,Blue and black,Windlass
ID4686,31,2015-10-29T08:18:09Z,No,2,White and gold,The one that is all ready set
ID4687,31,2015-10-29T08:18:40Z,No,7,White and gold,Helvetica
ID4688,32,2015-10-29T08:18:51Z,No,at least 2,Blue and black,aurabesh
ID4689,37,2015-10-29T08:19:45Z,No,4,White and gold,Comic Sans
ID4690,40,2015-10-29T08:19:58Z,No,4,Blue and black,anything deco.
ID4691,50,2015-10-29T08:20:09Z,No,3,White and gold,comic sans
ID4692,26,2015-10-29T08:21:04Z,No,penis,Blue and black,Wingdingz II
ID4693,32,2015-10-29T08:21:06Z,No,4,Blue and black,fonts
ID4694,21,2015-10-29T08:21:40Z,No,4,Blue and black,Garamond
ID4695,36,2015-10-29T08:22:08Z,No,2,White and gold,Verdana
ID4696,27,2015-10-29T08:23:16Z,No,10,Blue and black,Bodoni
ID4697,32,2015-10-29T08:23:25Z,No,84,White and gold,comic sans
ID4698,28,2015-10-29T08:23:26Z,No,6,White and gold,Futura
ID4699,54,2015-10-29T08:24:07Z,No,0,Blue and black,NA
ID4700,31,2015-10-29T08:24:37Z,No,4,White and gold,NA
ID4702,28,2015-10-29T08:25:41Z,No,3,Blue and black,Helvetica
ID4703,43,2015-10-29T08:25:46Z,No,4,Blue and black,Calibri
ID4704,29,2015-10-29T08:26:08Z,Yes,6,White and gold,"Helvetica bold, because legendary."
ID4705,32,2015-10-29T08:26:20Z,No,7,Blue and black,Times New Roman
ID4706,37,2015-10-29T08:26:28Z,No,4,NA,comic sans
ID4707,53,2015-10-29T08:26:45Z,No,none - all in your mouth by now,NA,Helvetica
ID4708,26,2015-10-29T08:27:09Z,No,4,Blue and black,tnr
ID4709,40,2015-10-29T08:27:11Z,Yes,27,Blue and black,Calson
ID4710,27,2015-10-29T08:28:07Z,No,7,Blue and black,Bodoni
ID4711,26,2015-10-29T08:28:37Z,No,0,Blue and black,Gill Sans
ID4712,30,2015-10-29T08:30:32Z,No,7,White and gold,helevetica
ID4713,29,2015-10-29T08:31:07Z,No,3,White and gold,Veranda
ID4714,45,2015-10-29T08:31:16Z,No,5,White and gold,Comic Sans
ID4715,37,2015-10-29T08:31:20Z,No,3,Blue and black,NA
ID4716,30,2015-10-29T08:31:59Z,No,12,Blue and black,Comic Sans
ID4717,27,2015-10-29T08:32:38Z,No,7,White and gold,Aurebesh
ID4718,43,2015-10-29T08:32:43Z,No,14,Blue and black,Gotham
ID4719,44,2015-10-29T08:33:02Z,No,2,White and gold,Helvetica
ID4720,32,2015-10-29T08:33:46Z,No,NA,Blue and black,Optima
ID4722,38,2015-10-29T08:34:05Z,No,1 melted blob,Blue and black,Wingdings
ID4723,50,2015-10-29T08:34:41Z,No,0,White and gold,Harlow Solid Italic
ID4724,34,2015-10-29T08:34:58Z,No,5,Blue and black,NA
ID4725,32,2015-10-29T08:35:04Z,No,5,White and gold,NA
ID4726,38,2015-10-29T08:35:07Z,No,5,Blue and black,halvetica
ID4727,35,2015-10-29T08:35:12Z,No,2,Blue and black,Chalkboard
ID4728,25,2015-10-29T08:35:38Z,No,37,Blue and black,Calibri
ID4729,34,2015-10-29T08:36:14Z,No,3,Blue and black,Calibre
ID4730,56,2015-10-29T08:36:39Z,No,NA,Blue and black,NA
ID4731,27,2015-10-29T08:38:38Z,No,5,Blue and black,Droid Sans
ID4732,24,2015-10-29T08:38:41Z,Yes,2,Blue and black,veranda
ID4733,40,2015-10-29T08:39:22Z,No,3,Blue and black,comic sans
ID4734,39,2015-10-29T08:39:57Z,No,25,Blue and black,NA
ID4735,33,2015-10-29T08:41:07Z,No,6,Blue and black,Gothic
ID4736,27,2015-10-29T08:41:54Z,No,4,White and gold,Helvetica
ID4737,31,2015-10-29T08:42:40Z,No,5,Blue and black,San Francisco
ID4738,31,2015-10-29T08:42:49Z,No,5,Blue and black,San Francisco
ID4739,45,2015-10-29T08:42:52Z,No,0,White and gold,times
ID4740,18,2015-10-29T08:42:55Z,Yes,4,Blue and black,dick
ID4741,41,2015-10-29T08:42:57Z,No,6,White and gold,Courrier
ID4742,40,2015-10-29T08:43:39Z,No,3,Blue and black,Papyrus
ID4743,32,2015-10-29T08:43:40Z,No,6,Blue and black,Arial
ID4744,27,2015-10-29T08:45:13Z,No,6,Blue and black,Calibri
ID4745,29,2015-10-29T08:45:49Z,No,5,White and gold,arial
ID4746,45,2015-10-29T08:45:50Z,No,4,White and gold,Garamond
ID4747,40,2015-10-29T08:46:24Z,No,5,Blue and black,broadway
ID4748,22,2015-10-29T08:46:26Z,No,1,White and gold,NA
ID4749,34,2015-10-29T08:46:49Z,No,0,Blue and black,Garamond
ID4750,28,2015-10-29T08:47:09Z,No,34,White and gold,techno
ID4751,29,2015-10-29T08:47:15Z,No,4,White and gold,Calibri
ID4752,35,2015-10-29T08:47:42Z,No,3,White and gold,Helvetica
ID4753,25,2015-10-29T08:48:16Z,No,5,Blue and black,comic sans
ID4754,38,2015-10-29T08:48:20Z,No,2,Blue and black,Avenir Next
ID4755,39,2015-10-29T08:48:56Z,Yes,12,Blue and black,Comic Sans
ID4756,44,2015-10-29T08:50:27Z,No,35,Blue and black,wing dings
ID4757,57,2015-10-29T08:50:29Z,No,82,White and gold,calabri
ID4758,28,2015-10-29T08:50:32Z,No,9,Blue and black,Garamond
ID4759,26,2015-10-29T08:50:53Z,No,7,White and gold,Rockwell
ID4760,26,2015-10-29T08:51:09Z,No,2 1/2,White and gold,this one
ID4761,35,2015-10-29T08:51:11Z,No,7,Blue and black,Georgia
ID4763,21,2015-10-29T08:52:43Z,No,5,Blue and black,Something
ID4764,53,2015-10-29T08:52:44Z,No,4,White and gold,Calibri
ID4765,40,2015-10-29T08:53:18Z,No,too many,Blue and black,Goudy Old Style
ID4766,34,2015-10-29T08:53:38Z,No,4,Blue and black,gotham narrow
ID4767,38,2015-10-29T08:53:53Z,No,5,White and gold,Times New Roman
ID4768,40,2015-10-29T08:53:59Z,No,NA,Blue and black,impact
ID4769,28,2015-10-29T08:54:17Z,No,0,White and gold,Arial
ID4770,26,2015-10-29T08:54:18Z,No,75,Blue and black,courier
ID4771,43,2015-10-29T08:54:39Z,No,3,White and gold,Papyrus
ID4772,28,2015-10-29T08:55:45Z,No,17,Blue and black,Calibri
ID4773,26,2015-10-29T08:56:08Z,No,47,Blue and black,Garamond
ID4774,28,2015-10-29T08:56:56Z,No,3,Blue and black,Times Old Roman
ID4775,23,2015-10-29T08:57:17Z,No,5,White and gold,comic sans
ID4776,29,2015-10-29T08:57:31Z,No,8,Blue and black,Times New Roman
ID4777,29,2015-10-29T08:58:07Z,No,5,Blue and black,NA
ID4778,38,2015-10-29T08:58:51Z,No,Plaid,Blue and black,Comic sans
ID4779,61,2015-10-29T08:58:54Z,No,8,White and gold,Lucinda Caligraphy
ID4780,40,2015-10-29T09:00:49Z,No,5,Blue and black,Helvetica
ID4781,21,2015-10-29T09:01:31Z,No,7,White and gold,courier new
ID4782,26,2015-10-29T09:02:00Z,No,13,White and gold,Garamond
ID4783,30,2015-10-29T09:02:15Z,No,5?,Blue and black,Arial
ID4784,28,2015-10-29T09:02:32Z,No,3,White and gold,Garamond
ID4785,30,2015-10-29T09:02:42Z,No,6,White and gold,HELEVETICA
ID4786,35,2015-10-29T09:04:00Z,No,2,White and gold,arial
ID4787,35,2015-10-29T09:04:03Z,No,5,White and gold,WingDing
ID4788,35,2015-10-29T09:05:10Z,No,7,White and gold,NA
ID4789,28,2015-10-29T09:05:15Z,No,42,White and gold,Helvetica
ID4790,41,2015-10-29T09:05:33Z,No,All of them,Blue and black,Font of Wisdom
ID4791,27,2015-10-29T09:05:42Z,No,0,White and gold,yew
ID4792,28,2015-10-29T09:05:42Z,No,2,Blue and black,Garamond
ID4793,35,2015-10-29T09:06:03Z,No,8,White and gold,Futura
ID4794,28,2015-10-29T09:06:07Z,No,2,Blue and black,Garamond
ID4795,51,2015-10-29T09:06:14Z,No,7,White and gold,Arial
ID4796,35,2015-10-29T09:06:58Z,No,NA,NA,NA
ID4797,34,2015-10-29T09:07:03Z,No,0,Blue and black,arial
ID4799,30,2015-10-29T09:07:30Z,No,7,Blue and black,georgia
ID4800,43,2015-10-29T09:07:40Z,No,6,NA,FELIX TILTING
ID4801,41,2015-10-29T09:08:16Z,No,3,Blue and black,arial
ID4803,31,2015-10-29T09:09:43Z,No,4,NA,Edwardian Script
ID4804,26,2015-10-29T09:09:58Z,No,0,NA,NA
ID4805,41,2015-10-29T09:17:41Z,No,3,Blue and black,Gil sans
ID4806,37,2015-10-29T09:10:09Z,No,7,Blue and black,Chiller
ID4807,50,2015-10-29T09:10:51Z,No,4,Blue and black,NA
ID4808,33,2015-10-29T09:11:11Z,No,3,White and gold,Book Antiqua..or Garamond
ID4809,51,2015-10-29T09:12:39Z,No,3,White and gold,Arial
ID4810,28,2015-10-29T09:12:56Z,Yes,12,White and gold,Garamond
ID4811,41,2015-10-29T09:13:20Z,No,4,NA,consolas
ID4812,28,2015-10-29T09:14:01Z,No,4,Blue and black,Times New Roman
ID4813,48,2015-10-29T09:15:02Z,No,You're a double arm amputee,White and gold,Schutzstaffel sans serif
ID4814,36,2015-10-29T09:15:07Z,No,3,Blue and black,Inconsolata
ID4815,31,2015-10-29T09:15:14Z,No,99,Blue and black,butt dings
ID4816,36,2015-10-29T09:15:49Z,No,0,Blue and black,ARIAL
ID4817,61,2015-10-29T09:16:10Z,No,2,NA,one i am using
ID4818,46,2015-10-29T09:16:41Z,No,3,White and gold,Tahoma
ID4819,28,2015-10-29T09:16:49Z,No,5,White and gold,NA
ID4820,26,2015-10-29T09:17:56Z,No,3,White and gold,EB Garamond
ID4821,40,2015-10-29T09:17:58Z,No,3,Blue and black,helvetica
ID4822,34,2015-10-29T09:18:13Z,Yes,3,White and gold,Centaur
ID4823,65,2015-10-29T09:18:20Z,No,6,White and gold,comic sans
ID4824,21,2015-10-29T09:18:25Z,No,6,Blue and black,Helvetica
ID4825,43,2015-10-29T09:18:41Z,No,2,Blue and black,Perpetua
ID4826,36,2015-10-29T09:19:12Z,No,2,Blue and black,Print
ID4827,37,2015-10-29T09:19:15Z,No,0,NA,(obscure D&D reference)
ID4828,37,2015-10-29T09:19:38Z,No,4,Blue and black,Arial
ID4829,24,2015-10-29T09:20:54Z,No,5,White and gold,Papyrus
ID4831,31,2015-10-29T09:21:30Z,No,NA,Blue and black,NA
ID4832,36,2015-10-29T09:21:44Z,No,4,Blue and black,this one
ID4833,31,2015-10-29T09:22:28Z,No,5,NA,NA
ID4834,27,2015-10-29T09:22:51Z,No,2,Blue and black,Montserrat
ID4835,27,2015-10-29T09:23:18Z,No,5,White and gold,Calibri
ID4836,45,2015-10-29T09:23:25Z,No,4,Blue and black,Times
ID4837,37,2015-10-29T09:23:30Z,No,4,NA,NA
ID4838,44,2015-10-29T09:24:32Z,No,NA,Blue and black,NA
ID4839,30,2015-10-29T09:24:45Z,No,3,Blue and black,lato
ID4840,38,2015-10-29T09:25:34Z,Yes,1,Blue and black,bauhaus 93
ID4841,32,2015-10-29T09:25:53Z,Yes,5,Blue and black,Comic sans
ID4842,29,2015-10-29T09:26:53Z,No,17,Blue and black,NA
ID4843,35,2015-10-29T09:27:56Z,Yes,5,Blue and black,Helvetica
ID4844,36,2015-10-29T09:28:51Z,No,4,White and gold,Courier New
ID4845,51,2015-10-29T09:28:52Z,No,28,White and gold,Bookman Antiqua
ID4846,35,2015-10-29T09:29:18Z,No,32,Blue and black,nova scotia
ID4847,41,2015-10-29T09:29:49Z,Yes,NA,Blue and black,NA
ID4848,58,2015-10-29T09:30:08Z,No,3,Blue and black,Arial
ID4849,40,2015-10-29T09:30:09Z,No,0,Blue and black,Helvetica
ID4850,43,2015-10-29T09:30:54Z,No,4,White and gold,Helvetica
ID4851,32,2015-10-29T09:30:59Z,No,420+69,White and gold,"anything from the ""groovy"" section on 1001 free fonts"
ID4852,25,2015-10-29T09:31:11Z,No,5,White and gold,Sans serif
ID4853,35,2015-10-29T09:31:47Z,Yes,19,Blue and black,trebuchet
ID4854,30,2015-10-29T09:32:17Z,No,7.223,White and gold,Helvetica Standard
ID4855,33,2015-10-29T09:32:20Z,No,6,Blue and black,Arial
ID4856,32,2015-10-29T09:32:40Z,No,2,White and gold,don't care
ID4857,32,2015-10-29T09:33:34Z,No,8,Blue and black,calibri
ID4858,46,2015-10-29T09:33:38Z,No,5,NA,comic sans
ID4859,23,2015-10-29T09:34:29Z,No,0,Blue and black,Comic sans
ID4860,38,2015-10-29T09:35:01Z,No,18,Blue and black,comic sans
ID4861,33,2015-10-29T09:35:05Z,No,3,Blue and black,Don't Care
ID4862,24,2015-10-29T09:35:23Z,No,4,White and gold,Times New Roman
ID4863,48,2015-10-29T09:35:39Z,Yes,6,White and gold,NA
ID4864,46,2015-10-29T09:36:08Z,No,4,Blue and black,Calibri
ID4865,8,2015-10-29T09:36:49Z,Yes,5,Blue and black,Of all knowledge
ID4866,44,2015-10-29T09:37:06Z,No,5,Blue and black,Helvetica
ID4867,45,2015-10-29T09:37:14Z,No,0,Blue and black,helvetica
ID4868,29,2015-10-29T09:37:45Z,No,0,NA,Sylfaen
ID4869,47,2015-10-29T09:37:45Z,No,23,Blue and black,NA
ID4870,30,2015-10-29T09:38:25Z,No,12,White and gold,zapf chancery
ID4871,20,2015-10-29T09:40:26Z,No,4,Blue and black,NA
ID4872,21,2015-10-29T09:41:14Z,Yes,3,White and gold,Helvetica
ID4873,42,2015-10-29T09:41:47Z,No,4,White and gold,Yes
ID4874,30,2015-10-29T09:41:55Z,No,5,Blue and black,Times New Roman
ID4875,20,2015-10-29T09:42:18Z,Yes,7,Blue and black,comic sans
ID4876,29,2015-10-29T09:42:27Z,No,5,White and gold,NA
ID4877,21,2015-10-29T09:42:57Z,No,21,Blue and black,verdana
ID4878,31,2015-10-29T09:43:42Z,No,14,Blue and black,Wingding
ID4879,33,2015-10-29T09:44:06Z,No,0,Blue and black,wingdings
ID4880,43,2015-10-29T09:44:12Z,No,7,Blue and black,Arial
ID4881,47,2015-10-29T09:44:28Z,No,5,Blue and black,Arial
ID4882,22,2015-10-29T09:44:34Z,No,3,White and gold,Wingdings. Forever.
ID4883,31,2015-10-29T09:44:42Z,No,10,Blue and black,Calibri
ID4884,47,2015-10-29T09:44:47Z,No,41,White and gold,"Times New Roman, for clarity"
ID4886,32,2015-10-29T09:45:16Z,No,8,Blue and black,times new roman
ID4887,54,2015-10-29T09:46:31Z,No,0,White and gold,NA
ID4888,38,2015-10-29T09:46:40Z,No,7,White and gold,"comic sans (lol, sike) lucida"
ID4889,57,2015-10-29T09:47:38Z,No,0,White and gold,NA
ID4890,32,2015-10-29T09:47:57Z,No,NA,White and gold,NA
ID4891,34,2015-10-29T09:48:29Z,No,8,White and gold,comic sans ms
ID4892,27,2015-10-29T09:48:39Z,No,5,Blue and black,arial
ID4893,38,2015-10-29T09:48:39Z,No,3,Blue and black,Baskerville
ID4894,35,2015-10-29T09:48:45Z,No,5,Blue and black,Calbri
ID4895,36,2015-10-29T09:49:08Z,No,8,Blue and black,Catholic School Girl
ID4896,33,2015-10-29T09:49:19Z,No,3,Blue and black,verdana
ID4897,33,2015-10-29T09:50:22Z,No,3,Blue and black,IMPACT
ID4898,53,2015-10-29T09:51:27Z,No,NA,NA,NA
ID4899,36,2015-10-29T09:51:33Z,Yes,7,Blue and black,Impact
ID4900,24,2015-10-29T09:53:29Z,No,4,White and gold,Comic Sans
ID4901,36,2015-10-29T09:53:30Z,No,12,Blue and black,Futura
ID4902,37,2015-10-29T09:53:54Z,No,5,White and gold,times new roman
ID4903,27,2015-10-29T09:53:58Z,No,4,Blue and black,Georgia
ID4904,49,2015-10-29T09:54:01Z,No,3,White and gold,Lubalin Graph
ID4906,33,2015-10-29T09:54:08Z,No,12,White and gold,Arial
ID4907,31,2015-10-29T09:54:09Z,No,0,White and gold,NA
ID4908,35,2015-10-29T09:54:14Z,No,NA,NA,NA
ID4909,32,2015-10-29T09:54:38Z,No,7,White and gold,new times roman
ID4910,44,2015-10-29T09:54:41Z,No,16,White and gold,Little Lord Fontelroy
ID4911,13,2015-10-29T09:55:16Z,Yes,4,Blue and black,NA
ID4912,36,2015-10-29T09:55:36Z,No,NA,NA,NA
ID4913,32,2015-10-29T09:55:49Z,No,4,Blue and black,times
ID4914,30,2015-10-29T09:56:07Z,No,1,Blue and black,helvetica
ID4915,34,2015-10-29T09:56:21Z,No,19,Blue and black,Calibri
ID4916,51,2015-10-29T09:56:36Z,No,14,White and gold,Comic Sans
ID4917,48,2015-10-29T09:56:53Z,No,NA,NA,NA
ID4918,60,2015-10-29T09:56:58Z,Yes,11,Blue and black,copperplate gothic
ID4919,42,2015-10-29T09:58:01Z,No,3,NA,Avenir
ID4920,36,2015-10-29T09:58:31Z,No,2,Blue and black,NA
ID4921,42,2015-10-29T09:59:25Z,Yes,12,Blue and black,Arial
ID4922,22,2015-10-29T09:59:34Z,No,2,Blue and black,Lato
ID4923,33,2015-10-29T10:00:29Z,No,23,Blue and black,Helvetica
ID4925,46,2015-10-29T10:01:21Z,No,0,Blue and black,Garamond
ID4926,33,2015-10-29T10:03:06Z,No,15,White and gold,times new roman
ID4927,27,2015-10-29T10:03:24Z,No,9,Blue and black,rocky horror picture show font
ID4928,30,2015-10-29T10:04:19Z,No,0,Blue and black,Garamond
ID4929,30,2015-10-29T10:05:15Z,Yes,5,Blue and black,Helvetica
ID4930,35,2015-10-29T10:05:30Z,No,5,White and gold,NA
ID4931,38,2015-10-29T10:05:32Z,No,4,Blue and black,Times new Roman
ID4932,26,2015-10-29T10:06:12Z,No,NA,Blue and black,NA
ID4933,31,2015-10-29T10:06:27Z,Yes,12,Blue and black,Times New Roman
ID4935,25,2015-10-29T10:07:30Z,No,8,White and gold,Courier New
ID4936,31,2015-10-29T10:10:05Z,No,7,Blue and black,ariel
ID4937,39,2015-10-29T10:10:11Z,Yes,4,Blue and black,wingdings
ID4938,31,2015-10-29T10:10:45Z,No,7,Blue and black,ariel
ID4939,37,2015-10-29T10:11:04Z,No,7,Blue and black,arial
ID4940,51,2015-10-29T10:11:27Z,No,0,Blue and black,ArchS
ID4941,45,2015-10-29T10:12:56Z,No,7,White and gold,Helvetica
ID4942,25,2015-10-29T10:14:47Z,No,A handful.,Blue and black,League Gothic (at least this month)
ID4943,35,2015-10-29T10:15:22Z,No,24,Blue and black,andada
ID4944,48,2015-10-29T10:15:23Z,No,?,White and gold,Font -enbleu
ID4945,37,2015-10-29T10:15:32Z,No,47,White and gold,goudy old style
ID4946,34,2015-10-29T10:15:31Z,No,0,White and gold,Calibri
ID4947,26,2015-10-29T10:16:26Z,No,7,Blue and black,comic sans
ID4948,29,2015-10-29T10:17:01Z,No,0,Blue and black,Wingdings?
ID4949,33,2015-10-29T10:17:03Z,No,12,White and gold,chiller
ID4950,34,2015-10-29T10:17:12Z,No,9,White and gold,not comic sans
ID4952,63,2015-10-29T10:17:43Z,No,three,Blue and black,kazoo
ID4953,31,2015-10-29T10:17:56Z,No,3,White and gold,Times New Roman
ID4954,59,2015-10-29T10:18:31Z,No,0,White and gold,Arial
ID4955,39,2015-10-29T10:18:50Z,No,2,Blue and black,mistral
ID4956,31,2015-10-29T10:19:06Z,No,3,Blue and black,Helvetica
ID4957,37,2015-10-29T10:20:20Z,No,3,White and gold,verdana
ID4958,46,2015-10-29T10:20:25Z,No,4,NA,tahoma
ID4959,30,2015-10-29T10:20:30Z,No,17,Blue and black,HELLvetica
ID4960,34,2015-10-29T10:20:56Z,No,3,Blue and black,Not this one
ID4961,29,2015-10-29T10:21:11Z,No,42,White and gold,Wingdings
ID4962,50,2015-10-29T10:21:35Z,No,0.  You're thinking of cake.,White and gold,wingdings
ID4963,41,2015-10-29T10:21:56Z,No,10,Blue and black,gaudi
ID4964,50,2015-10-29T10:22:46Z,No,0,Blue and black,ariel
ID4965,26,2015-10-29T10:23:19Z,No,12,Blue and black,Webdings
ID4966,22,2015-10-29T10:23:25Z,No,12,Blue and black,calibri
ID4967,32,2015-10-29T10:24:41Z,No,8,Blue and black,Arial Narrow
ID4968,47,2015-10-29T10:24:57Z,No,4,Blue and black,Times New Roman
ID4969,23,2015-10-29T10:25:23Z,No,42,Blue and black,courier
ID4970,40,2015-10-29T10:25:31Z,No,6,Blue and black,Tahoma
ID4971,30,2015-10-29T10:26:08Z,No,5,Blue and black,Georgia
ID4973,37,2015-10-29T10:26:46Z,No,4,White and gold,12
ID4974,27,2015-10-29T10:27:32Z,Yes,19,White and gold,not comic sans
ID4975,25,2015-10-29T10:27:32Z,No,57,Blue and black,Comic Sans
ID4976,24,2015-10-29T10:30:17Z,No,5,Blue and black,Wingdings
ID4977,35,2015-10-29T10:29:05Z,No,0,Blue and black,Comic Sans MS
ID4978,35,2015-10-29T10:29:15Z,No,7,Blue and black,Franklin Gothic
ID4979,29,2015-10-29T10:29:38Z,No,9,Blue and black,motion picture
ID4980,35,2015-10-29T10:29:54Z,No,34,Blue and black,Comic Sans
ID4981,32,2015-10-29T10:30:08Z,No,3,White and gold,Calibri
ID4982,32,2015-10-29T10:31:16Z,No,4,White and gold,Times new roman
ID4983,28,2015-10-29T10:31:41Z,No,5,White and gold,Who had a favorite font?
ID4984,39,2015-10-29T10:31:45Z,No,4,Blue and black,Arial
ID4985,23,2015-10-29T10:32:16Z,Yes,7,White and gold,Arial
ID4986,40,2015-10-29T10:33:08Z,No,10,White and gold,?
ID4987,34,2015-10-29T10:34:31Z,No,7,White and gold,This one
ID4988,45,2015-10-29T10:34:45Z,No,4,White and gold,Times New Roman
ID4989,28,2015-10-29T10:34:57Z,No,5,Blue and black,Helvetica
ID4990,34,2015-10-29T10:35:18Z,Yes,0. Nice try.,Blue and black,Calibri
ID4991,37,2015-10-29T10:36:05Z,No,3,White and gold,NA
ID4992,35,2015-10-29T10:36:18Z,Yes,42,Blue and black,Times New Roman
ID4993,31,2015-10-29T10:36:38Z,No,6,Blue and black,Garamond
ID4994,45,2015-10-29T10:36:46Z,No,5,White and gold,calibri
ID4995,27,2015-10-29T10:37:47Z,No,10,Blue and black,calibri
ID4996,45,2015-10-29T10:38:21Z,No,5,Blue and black,Sans
ID4997,40,2015-10-29T10:38:43Z,No,4,White and gold,helvetica
ID4998,26,2015-10-29T10:38:50Z,No,4,Blue and black,Garamond
ID4999,34,2015-10-29T10:39:38Z,No,5,Blue and black,times new roman
ID5000,59,2015-10-29T10:40:05Z,No,9,White and gold,NA
ID5001,25,2015-10-29T10:40:27Z,No,5,White and gold,Century Gothic
ID5002,32,2015-10-29T10:41:01Z,No,4,White and gold,Garamond
ID5003,34,2015-10-29T10:43:18Z,No,3,Blue and black,Helvetica
